BBCDanielS,count_user
minefornothing,14
stefandevries,13
hamishNews,10
LindaSharkey,12
marcburleigh,12
hamishNews,10
NYCAviation,11
BBCBreaking,11
airlivenet,10
AlArabiya_Eng,13
ReutersAero,11
tomsteinfort,12
flightradar24,13
9NewsAUS,8
torin,5
flightradar24,13
euronews,8
AbedaDocrat,11
flightradar24,13
YanniKouts,10
ANCALERTS,9
flightradar24,13
airlivenet,10
NYCAviation,11
NBCNews,7
SaraTimes,9
XHNews,6
Channel4News,12
planefinder,11
champ_ian,9
abcnews,7
BreakingNews,12
SkyNewsAust,11
LucyHockingsBBC,15
skymarkwhite,12
rtenews,7
AuskarSurbakti,14
BBCRosAtkins,12
SputnikInt,10
RT_com,6
YahooNews,9
planefinder,11
BBCRosAtkins,12
RT_com,6
WSJ,3
WSJeurope,9
AJENews,7
Daily_Express,13
CNBCnow,7
TODAYshow,9
DailyMirror,11
Hoi_Cheong_Chan,15
AircraftTalking,15
TODAYshow,9
ChannelNewsAsia,15
thatjohn,8
skymarkwhite,12
rConflictNews,13
BreakingNews,12
flightradar24,13
airlivenet,10
RT_com,6
MichaelSkolnik,14
flightradar24,13
WSJ,3
9NewsAUS,8
RobPulseNews,12
ABC,3
UlrichJvV,9
AirlineFlyer,12
HLNTV,5
ThisAbled,9
cnnbrk,6
rConflictNews,13
SPIEGEL_English,15
Reuters,7
airlivenet,10
itvnews,7
HuffPostUK,10
NST_Online,10
adrianlimcheeen,15
magiorNYT,9
cheguwera,9
guardian,8
ThisIsGaZa,10
Independent,11
France24_en,11
AviationSafety,14
abcnews,7
Baekyeoliee,11
airlivenet,10
thatjohn,8
AirSmolik,9
myfoxla,7
fedesene,8
BBCBreaking,11
Reuters,7
ReutersWorld,12
tseymat,7
NYCAviation,11
HuffingtonPost,14
nycjim,6
malaysiakini,12
TimesNow,8
SkyNewsAust,11
SkyNews,7
mashable,8
NBCNews,7
foxandfriends,13
MailOnline,10
CNNVideo,8
tomsteinfort,12
CNN,3
BreakingNews,12
AFP,3
CNBCnow,7
airlivenet,10
SkyNewsBreak,12
skymarkwhite,12
airlivenet,10
Independent,11
BBCBreaking,11
airlivenet,10
AP,2
Lufthansa_DE,12
SkyNews,7
lufthansa,9
airlivenet,10
SkyNews,7
501Awani,8
globalnewstw,12
FoxNews,7
guardian,8
airlivenet,10
cnni,4
RichelleVHP,11
AFP,3
rConflictNews,13
SkyNewsBreak,12
airlivenet,10
cnnbrk,6
DailyMirror,11
SukhSandhu,10
BBCBreaking,11
ReutersLive,11
SkyNews,7
BBCBreaking,11
thatjohn,8
AP,2
SkyNews,7
ReutersAero,11
airlivenet,10
cnni,4
DailyMirror,11
AP,2
YahooNews,9
AP,2
ChannelNewsAsia,15
WIRED,5
NahlahAyed,10
BuzzFeedNews,12
AC360,5
itvnews,7
ChrisCuomo,10
TorontoStar,11
NYDailyNews,11
AC360,5
thejournal_ie,13
9NewsAUS,8
JasonWhitely,12
Newsweek,8
mellberr,8
YahooNews,9
henkvaness,10
NewsOnTheMin,12
rConflictNews,13
News_Executive,14
TerryMoran,10
rConflictNews,13
thatjohn,8
TerryMoran,10
cnni,4
Tburgeswatson,13
airlivenet,10
SkyNewsBreak,12
hamishNews,10
USATODAY,8
JFXM,4
rConflictNews,13
gebauerspon,11
DailyMirror,11
FoxNews,7
nypost,6
RedNationRising,15
KhaledBeydoun,13
zulazry,7
SonofLiberty357,15
DrShobha,8
mediacrooks,11
RavenHUWolf,11
gatewaypundit,13
JOEROWE409,10
daxtonbrown,11
JohnGGalt,9
riwired,7
NoahWehrman,11
SanghArmy,9
Conservative_VW,15
slone,5
USAlivestrong,13
slone,5
slone,5
phyzal25,8
GR8_2B_alive,12
_hadji_911,10
CatholicLisa,12
HDLindiaOrg,11
airlivenet,10
riwired,7
ChannelNewsAsia,15
Reuters,7
businessinsider,15
USATODAY,8
Independent,11
airlivenet,10
USATODAY,8
DrMartyFox,10
BoringMoAnsar,13
nprnews,7
flybyday63,10
MarcHilliker,12
ThePatriot143,13
Zone6Combat,11
jjauthor,8
ImHaytham,9
RWSurferGirl,12
gegco,5
CBCOttawa,9
CBCOttawa,9
IvisonJ,7
juliancamarena,14
LisaBloom,9
BreakingNews,12
CTVNews,7
TorontoStar,11
nationalpost,12
josh_wingrove,13
JohnHuaCTV,10
ShirleeEngel,12
josh_wingrove,13
J_MacDonald_PC,14
DanielDickin,12
cnni,4
CBCAlerts,9
CTVNews,7
rcmpgrcpolice,13
JohnW_MP,8
Reuters,7
nationalpost,12
DistressCentreO,15
Senators,8
ggreenwald,10
BreakingNews,12
kamakazi19982,13
AP,2
BBCBreaking,11
ottawacity,10
uOttawaDirect,13
SaskatoonPolice,15
ABC,3
MinPeterMacKay,14
corybowles,10
CTVNews,7
MaulerMauler,12
dgardner,8
K9kazoo,7
HonJohnBaird,12
MaulerMauler,12
thecoffeecop,12
rcallimachi,11
Kathleen_Wynne,14
l_stone,7
globeandmail,12
CBCOttawa,9
YahooCanadaNews,15
rcmpgrcpolice,13
nationalpost,12
gerrydee,8
OttawaCitizen,13
sladurantaye,12
SkyNews,7
CBCNews,7
DistressCentreO,15
reBELLYus,9
archiemc,8
grahamctv,9
OttawaPolice,12
CatherineCTV,12
BET,3
CTVMercedes,11
bts_bighit,10
BTS_facts,9
KBlazeCarlson,13
CTVNews,7
CTVNews,7
BigHitEnt,9
espn,4
DistressCentreO,15
BBCBreaking,11
Real_ESPNLeBrun,15
BreakingNews,12
bruce_arthur,12
NHLFlames,9
PC7634,6
HuffingtonPost,14
AP,2
Real_ESPNLeBrun,15
ToTheBANGTAN,12
OttawaPolice,12
josh_wingrove,13
steve_rennie,12
ABCNewsLive,11
towhey,6
globeandmail,12
nlynnbogart,11
tsnjamesduthie,14
OttawaPolice,12
OttawaPolice,12
Sportsnet,9
BlueJacketsNHL,14
DawsonOakes,11
OttawaPolice,12
ERowell1,8
globeandmail,12
CBCNews,7
ABC,3
FreeLaddin,10
chrissyteigen,13
FlaPanthers,11
sladurantaye,12
CBCAlerts,9
weathernetwork,14
mackaytaggart,13
BonsieTweets,12
OC_Transpo,10
chrissyteigen,13
MapleLeafs,10
MattBarnaby3636,15
acoyne,6
ABC,3
DistressCentreO,15
TheTweetOfGod,13
LukeBrizazzle,13
iowahawkblog,12
onthemedia,10
PeelSchools,11
usembassyottawa,15
Monahan20,9
curryb,6
ABC,3
beingbrad,9
CBCToronto,10
Joerayment,10
NHLCanes,8
CoreyTaylorRock,15
cbcradio,8
disneywords,11
Mississauga411,14
JulianFantino,13
KateBeirness,12
ABC,3
NBCNightlyNews,14
Canadagentleman,15
Cudlitz,7
NHLexpertpicks,14
jacksoncouse,12
picardonhealth,14
DavidMuir,9
RCMPONT,7
reuterspictures,15
Raptors,7
kevinolearytv,13
cnni,4
EdmontonOilers,14
OPP_COMM_ER,11
CBCNews,7
OldRowOfficial,14
cnnbrk,6
NoradNorthcom,13
kidney4craig,12
RDSimper,8
CP24,4
markusoff,9
1310NewsDay,11
grahamctv,9
theScore,8
NewsBayshore,12
HuffPostCanada,14
SheldonPeddle,13
CFRAOttawa,10
TorrensJonathan,15
CalgaryPolice,13
CarknerMatt,11
Raffi_RC,8
NBCNews,7
CurtisLazar95,13
acarvin,7
NHL,3
mattapuzzo,10
milaficent,10
scottbix,8
DistressCentreO,15
HuffPostCanada,14
JumpOttawa,10
JasonAkeson,11
b_ryan9,7
MSmithBubbles,13
CNN,3
lloydrang,9
RT_America,10
nationalpost,12
BuffaloSabres,13
Reuters,7
markusoff,9
JordanFifer,11
irene_thomaidis,15
christyclarkbc,14
AncaGurzu,9
MarkPFIsher,11
kinsellawarren,14
CNN,3
bdunkelman,10
tailormann,10
MHoffy68,8
CBCOttawa,9
youthinpolicing,15
TOMayorFord,11
nenshi,6
michaelmuhney,13
IamSandraOh,11
CoachStanButler,15
jparencibia9,12
sladurantaye,12
CBCOttawa,9
ctvottawa,9
CBCOttawa,9
CNNSitRoom,10
nationalpost,12
MediaSmarts,11
PeelSchools,11
l_stone,7
NHLBruins,9
ABC,3
Biometricstate,14
Cecer_83,8
ONTSpecialNeeds,15
ErikKarlsson65,14
HuffPostCanada,14
waltandperry,12
BauerHockey,11
logicdog,8
LakersNation,12
PTadros_RC,10
DistressCentreO,15
hockeynight,11
darioayalaphoto,15
globeandmail,12
teganandsara,12
_juliyana,9
sachinshvrma,12
ysb_bsj,7
TIMEZ5,6
NHLJets,7
riandawson,10
Raffi_RC,8
MattRichling,12
KathleenCanada,14
pou29,5
TonyclementCPC,14
penguins,8
Canadagentleman,15
CBCCanada,9
OPP_COMM_WR,11
SkyNewsBreak,12
ATJogia,7
narendramodi,12
NanceAckerman,13
paulisci,8
CBCTheNational,14
SFUO_FEUO,9
Real_ESPNLeBrun,15
fs1otoole,9
CBCOttawa,9
Fucale31,8
timhicksmusic,13
CBCNews,7
CBCCanada,9
BlueJays,8
ochocinco,9
kwte84,6
DickyFirmanzyah,15
fs1otoole,9
OPP_GTATraffic,14
MikeLoftus_,11
Joerayment,10
stphnmaher,10
CBCNews,7
cnnbrk,6
CP24,4
mikefisher1212,14
WBrettWilson,12
HoustonRockets,14
daveprisco,10
mnwild,6
OttawaPolice,12
cbcsteve,8
ActionFlickDoc,14
globeandmail,12
RCMP_Nat_Div,12
the_ironsheik,13
OttawaPolice,12
OttawaPolice,12
OttawaPolice,12
washingtonpost,14
BarDown,7
grabs40,7
David_Cameron,13
HockeyCanada,12
washingtonpost,14
AnthonyCumia,12
CHOZFM,6
BK1143,6
PuckDaily,9
NHLPA,5
RCMPONT,7
AnaheimDucks,12
CP24,4
BBCWorld,8
milosraonic,11
MelnykEugene,12
BBCWorld,8
MStrooo6,8
DownGoesBrown,13
DistressCentreO,15
Pchiddy,7
CBCAlerts,9
RealAlexJones,13
RCMPONT,7
ArrestWilson,12
globeandmail,12
JenWadge,8
bob_owens,9
nypost,6
nationalpost,12
NHLDevils,9
EricVallillee,13
CBCOttawa,9
MartinBrodeur,13
kanataimam,10
shannonleetweed,15
SheswantstheD,13
noel_fisher,11
GGDavidJohnston,15
BBCWorld,8
CP24,4
CNN,3
20committee,11
CP24,4
OttawaPolice,12
HockeyGods,10
hadeelalsh,10
todmaffin,9
ElizabethMay,12
nytimes,7
KingDavidF,10
sladurantaye,12
Reuters,7
ezraklein,9
RCMP_Nat_Div,12
RobinsonMegan,13
RCMP_Nat_Div,12
ImmortalTech,12
BBCWorld,8
McMasterU,9
DaniMarioCBC,12
thecoffeecop,12
Avalanche,9
CityNews,8
CBCAlerts,9
AP,2
LakersNation,12
FoxNews,7
Buccigross,10
JoeyBats19,10
IsraeliPM,9
Ont_Ombudsman,13
BadatYusuf,10
AM980News,9
OttawaPolice,12
MLB,3
PeterAkmanCTV,13
FoxNews,7
sskroughriders,14
CBCAlerts,9
HockeyBabbler,13
LAKings,7
Real_ESPNLeBrun,15
CBCOttawa,9
CBCNews,7
Hornyqvist,10
ImThatGentleman,15
CP24,4
MotherJones,11
stevenchase,11
jameswest2010,13
SBNation,8
ArezRamazani,12
Mike1493r,9
LoriPatriot,11
yikes77,7
BradThor,8
KTLA,4
BradThor,8
J_MacDonald_PC,14
JamilSmith,10
ianp89,6
THELAKERDYNASTY,15
Todd__Kincannon,15
TumblrHockey_,13
YRP,3
jenanmoussa,11
realmickfoley,13
globeandmail,12
voxdotcom,9
Real_ESPNLeBrun,15
justinffbieber,14
TSNBobMcKenzie,14
simsauce,8
RichardMadan,12
RT_com,6
BuffaloSabres,13
andersoncooper,14
CBCOttawa,9
CBCTheNational,14
tailormann,10
jianghomeshi,12
CNNSitRoom,10
PredsNHL,8
sambonfante,11
TonyclementCPC,14
HuffPostCanada,14
cbctom,6
BBCBreaking,11
weathernetwork,14
ElisabethBucci,14
TheBeaverton,12
CP24,4
CBCAlerts,9
Henderburn,10
evansolomoncbc,14
CBCAlerts,9
cmaconthehill,13
CTVNews,7
CBCOttawa,9
RichardMadan,12
globeandmail,12
CBCAlerts,9
CP24,4
RichardMadan,12
CBCAlerts,9
KatieSimpson24,14
CBCNews,7
CBCAlerts,9
globeandmail,12
josh_wingrove,13
CBCAlerts,9
CBCPolitics,11
CTVNews,7
PzFeed,6
BBCBreaking,11
CFRAOttawa,10
CP24,4
CTVMontreal,11
CBCAlerts,9
newhot899,9
dmatthewmillar,14
CTVNews,7
globeandmail,12
CdnPress,8
CBCAlerts,9
GongshowGear,12
CBCNews,7
OttawaCitizen,13
BreakingNews,12
HuffPostCanada,14
CP24,4
FoxNews,7
CBCOttawa,9
Reuters,7
CarolAnneCTV,12
CBCTheNational,14
CTVToronto,10
globeandmail,12
_MarkSutcliffe,14
CFRAOttawa,10
robertbenzie,12
CP24,4
JFXM,4
SFUO_FEUO,9
CBCOttawa,9
CBCAlerts,9
kellyoxford,11
CTVNews,7
CP24,4
nationalpost,12
cnnbrk,6
guardian,8
GongshowGear,12
BBCBreaking,11
CBCAlerts,9
CBCOttawa,9
WSJ,3
PzFeed,6
rcallimachi,11
YahooCanadaNews,15
HuffPostCanada,14
SkyNewsBreak,12
FoxNews,7
RT_com,6
ABC,3
CBCTheNational,14
NBCNews,7
stephen_taylor,14
markstrahl,10
CBCAlerts,9
BBCBreaking,11
NBCNews,7
globeandmail,12
RideauCentre,12
Reuters,7
Reuters,7
mashable,8
ABC,3
CFRAOttawa,10
BBCNewsUS,9
CBCOttawa,9
RT_com,6
BCheadle,8
cnni,4
ElizabethMay,12
cbcjlong,8
globeandmail,12
SkyNews,7
CBSNews,7
ChakerKhazaal,13
affanchowdhry,13
CBCNews,7
Charles_Lister,14
globeandmail,12
jenditchburn,12
amyminsky,9
CBCOttawa,9
HaraldDoornbos,14
ldobsonhughes,13
ctvottawa,9
cbcsteve,8
ThatKevinSmith,14
l_stone,7
MattCampbellca,14
CTVNews,7
CBCOttawa,9
ClaudiaCTV,10
ReutersLive,11
l_stone,7
SkyNewsBreak,12
CBCOttawa,9
CBCAlerts,9
Reuters,7
OttawaPolice,12
RT_com,6
CBCNews,7
NBCNews,7
l_stone,7
shomaristone,12
BreakingNews,12
cnni,4
FoxNews,7
CBCNews,7
ABC,3
BBCBreaking,11
nytimes,7
CBCOttawa,9
SunNewsNetwork,14
newhot899,9
CTVNews,7
samtremblay97,13
DaveBeninger,12
1310NewsDay,11
cnnbrk,6
RT_com,6
BonsieTweets,12
Breaking911,11
CBCAlerts,9
CP24,4
CTVVancouver,12
CatherineCTV,12
CFRAOttawa,10
PzFeed,6
beingbrad,9
CBCNews,7
CFRAOttawa,10
CFRAOttawa,10
CTVNews,7
grahamctv,9
siomo,5
MartinVass2,11
BBCBreaking,11
ErinAnderssen,13
newhot899,9
CTVNews,7
ABCNewsLive,11
globalnewsto,12
FoxNews,7
stephaniesmyth,14
dave_bradley,12
PzFeed,6
20committee,11
CFRAOttawa,10
CBCTheNational,14
globeandmail,12
ctvottawa,9
cnnbrk,6
cbcsaltzman,11
CBCOttawa,9
Justin_Ling,11
CP24,4
CBCNews,7
JimPrentice,11
WSJ,3
RT_com,6
joshuahind,10
cnnbrk,6
BBCBreaking,11
CBCOttawa,9
PzFeed,6
CP24,4
globeandmail,12
Breaking911,11
CBCAlerts,9
samueloakford,13
Reuters,7
BreakingNews,12
nytimesworld,12
Reuters,7
Reuters,7
ErinAnderssen,13
AP,2
GongshowGear,12
Reuters,7
AP,2
BBCBreaking,11
1310NewsDay,11
cnnbrk,6
globeandmail,12
SkyNews,7
PrisonPlanet,12
RideauCentre,12
CBCAlerts,9
cnni,4
WSJ,3
stefankeyesCTV,14
globeandmail,12
CatherineCTV,12
cnnbrk,6
LukeRussert,11
CNN,3
cnnbrk,6
CBSNews,7
nathancullen,12
WSJ,3
HuffPostCanada,14
ctvottawa,9
CBCAlerts,9
BreakingNews,12
cnnbrk,6
cbcsaltzman,11
cnni,4
affanchowdhry,13
CBCHamilton,11
Reuters,7
dexterdyne,10
CBCAlerts,9
IBTimesUK,9
TorontoStar,11
newstalk1010,12
AFP,3
LindaFrum,9
PzFeed,6
NBCNightlyNews,14
SkyNewsBreak,12
newstalk1010,12
RT_com,6
ABC,3
BreakingNews,12
CBCOttawa,9
PzFeed,6
Reuters,7
TorontoStar,11
CP24,4
washingtonpost,14
SkyNews,7
CP24,4
BBCBreaking,11
CBCAlerts,9
kevin_mcgran,12
BreakingNews,12
Montel_Williams,15
cbcJillDempsey,14
USATODAY,8
WSJLive,7
CBCAlerts,9
dallassmith,11
CNN,3
CTVNews,7
TelegraphNews,13
amyminsky,9
ErinAnderssen,13
CTVNews,7
grahamctv,9
nytimesworld,12
CBCAlerts,9
CP24,4
reporterchris,13
cbcsaltzman,11
CP24,4
hockeynight,11
SportsCentre,12
CBCAlerts,9
Real_ESPNLeBrun,15
BBCNewsGraphics,15
cnnbrk,6
theScore,8
AP,2
CNN,3
PzFeed,6
CBCOttawa,9
CP24,4
ABC,3
globeandmail,12
Sportsnet,9
HuffPostCanada,14
hockeynight,11
SportsCenter,12
BBCBreaking,11
CP24,4
globeandmail,12
michaeldickson,14
CP24,4
CBCAlerts,9
cnnbrk,6
RamCNN,6
OttawaPolice,12
AP,2
OttawaPolice,12
paulbrandt,10
CP24,4
PzFeed,6
CBCOttawa,9
CBCAlerts,9
DonMartinCTV,12
BreakingNews,12
CBCAlerts,9
AP,2
ElizabethMay,12
cnnbrk,6
BBCBreaking,11
CP24,4
nytimes,7
BBCWorld,8
CBCOttawa,9
cnnbrk,6
BBCBreaking,11
CTVNews,7
AP,2
CBCAlerts,9
CTVNews,7
SkyNews,7
CBCNews,7
ChakerKhazaal,13
CBSNews,7
BreakingNews,12
CTVNews,7
GeneralHillier,14
ImThatGentleman,15
MikeSavageHFX,13
Independent,11
MPwrites,8
cbcsteve,8
CBCAlerts,9
ABC,3
SuzanneAnton,12
SeanOsmar,9
CBCOttawa,9
CBCNews,7
MPLoisBrown,11
Canoe,5
weday,5
CBCTheNational,14
CBCOttawa,9
CBCToronto,10
CBSEveningNews,14
CBCAlerts,9
SunNewsNetwork,14
ArmedResearch,13
globeandmail,12
GeatanD,7
samar_ismail,12
zchamu,6
Briadoublene,12
WolfSpirit2013,14
EmmaatTheSpec,13
CBCAlerts,9
Cameron_Gray,12
Media371,8
NewsOnTheMin,12
CBCHamilton,11
Crackmacs,9
Reuters,7
CBCAlerts,9
CBCOttawa,9
carastern,9
Canoe,5
CTVNews,7
CP24,4
globeandmail,12
TheSpec,7
TarekFatah,10
globeandmail,12
CTVNews,7
BreakingNews,12
Canadagentleman,15
BrandonCondie,13
ABC,3
Reuters,7
TorontoStar,11
EtobicokeErnie,14
BBCBreaking,11
CBCNews,7
CP24,4
CTVNews,7
CarlosAlvarez37,15
Indie88Toronto,14
News1130radio,13
TorontoStar,11
TelegraphNews,13
doglab,6
SunNewsNetwork,14
nypost,6
PzFeed,6
CBCOttawa,9
20committee,11
BBCBreaking,11
CBCAlerts,9
20committee,11
AP,2
iamterryevans,13
cityofhamilton,14
washingtonpost,14
HonJohnBaird,12
ABC,3
globeandmail,12
sasapetricic,12
CaseySchroth,12
NATOSource,10
ChakerKhazaal,13
ctvottawa,9
AJEnglish,9
NBCNightlyNews,14
CP24,4
mattwecho,9
redlianak,9
TheAnonMessage,14
StevesCODvision,15
CTVNews,7
AP,2
globeandmail,12
CNNSitRoom,10
cnnbrk,6
BTtoronto,9
HonJohnBaird,12
sarahsnyder_,12
cnni,4
MichaelBolen,12
globeandmail,12
MrHamOnt,8
HONOUROURFORCES,15
HuffPostCanada,14
MaulerMauler,12
CBCOttawa,9
FoxNews,7
CBCAlerts,9
PzFeed,6
BreakingNews,12
chronicleherald,15
VanCanucks,10
Telegraph,9
CNNSitRoom,10
CBCNews,7
CBCTheNational,14
jimsciutto,10
BBCBreaking,11
Cellying,8
cnnbrk,6
cnnbrk,6
CTVNews,7
CBCAlerts,9
AmyMek,6
BBCBreaking,11
BobG231,7
Raptors,7
TO_sportsgirl,13
RealSicilianG,13
AdamGuerbuez,12
Ostrov_A,8
GigiGraciette,13
CBCAlerts,9
CP24,4
nswpolice,9
abcnewsSydney,13
SkyNews,7
Jessicaveronica,15
TRobinsonNewEra,15
sunny_hundal,12
SandiHLogan,11
GrayConnolly,12
Leroy_Lynch,11
GrayConnolly,12
TRobinsonNewEra,15
_AmyGray_,9
ABC,3
OwenJones84,11
Anna_Watanabe,13
CorkGourmetGuy,14
ronanofficial,13
TheTweetOfGod,13
SkyNewsAust,11
nfergus,7
exjon,5
smh,3
Angus_OL,8
Rory_Medcalf,12
SukhSandhu,10
troyesivan,10
washingtonpost,14
RealAliciaMayer,15
AmberPickette,13
Qantas,6
BBCNewsAus,10
mr_internet,11
cnnbrk,6
ABC,3
ramblesofpower,14
ScanBC,6
smh,3
abcnews,7
PzFeed,6
Montel_Williams,15
BasimaFaysal,12
miss_raej,9
LADowd,6
SimonLongstaff,14
HeyASIO,7
NSWAmbulance,12
nova969,7
Cybermum_AU,11
PhilipIglauer,13
smh,3
smh,3
abcnews,7
_AdamTodd,9
Sandra_Sully,12
jenn_ruth,9
GOPMommy,8
MariamDiamond,13
nilessh_desai,13
seancallanan,12
cnnbrk,6
